loan_id,customer_id,loan_type,city,employment_type,loan_amount,interest_rate,tenure_years,monthly_emi,monthly_income,emi_to_income_ratio,credit_score,loan_status,disbursal_date,amount_recovered,disbursal_year,disbursal_quarter,credit_category,emi_burden_category,is_defaulted,ltv_approx
LOAN103900,CUST203900,Education Loan,Kolkata,Salaried,526000,9.77,15,5579,356511,1.6,827,Active,2022-11-28,0,2022,2022Q4,Excellent,Low Burden,0,80
LOAN103901,CUST203901,Education Loan,Hyderabad,Salaried,134000,9.37,15,1389,56471,2.5,863,Active,2022-11-28,0,2022,2022Q4,Excellent,Low Burden,0,80
LOAN103902,CUST203902,Education Loan,Surat,Business Owner,225000,8.4,7,3552,32599,10.9,773,Active,2023-04-17,0,2023,2023Q2,Excellent,Low Burden,0,80
LOAN103903,CUST203903,Education Loan,Delhi,Self-Employed,445000,8.84,10,5599,108817,5.1,819,Closed,2021-07-06,0,2021,2021Q3,Excellent,Low Burden,0,80
LOAN103904,CUST203904,Auto Loan,Mumbai,Self-Employed,877000,11.11,5,19116,106135,18,665,Active,2022-02-21,0,2022,2022Q1,Fair,Low Burden,0,80
LOAN103905,CUST203905,Auto Loan,Pune,Self-Employed,290000,9.44,3,9281,66300,14,722,Active,2020-11-07,0,2020,2020Q4,Good,Low Burden,0,80
LOAN103906,CUST203906,Personal Loan,Hyderabad,Salaried,249000,14.38,5,5843,29572,19.8,776,Closed,2023-08-10,0,2023,2023Q3,Excellent,Low Burden,0,80
LOAN103907,CUST203907,Personal Loan,Chennai,Self-Employed,191000,11.49,2,8946,34285,26.1,767,Active,2022-01-17,0,2022,2022Q1,Excellent,Moderate Burden,0,80
LOAN103908,CUST203908,Auto Loan,Hyderabad,Business Owner,1318000,8.64,5,27130,23400,115.9,380,Defaulted,2023-03-23,156873,2023,2023Q1,Very Poor,Critical Burden,1,80
LOAN103909,CUST203909,Home Loan,Kolkata,Freelancer,2081000,7.69,10,24909,254918,9.8,827,Defaulted,2022-01-23,0,2022,2022Q1,Excellent,Low Burden,1,80
LOAN103910,CUST203910,Business Loan,Surat,Freelancer,2868000,11.71,7,50184,62995,79.7,565,Defaulted,2023-07-17,895942,2023,2023Q3,Very Poor,Critical Burden,1,80
LOAN103911,CUST203911,Personal Loan,Bangalore,Salaried,301000,17.71,1,27554,164920,16.7,698,NPA,2020-08-28,68580,2020,2020Q3,Fair,Low Burden,1,80
LOAN103912,CUST203912,Education Loan,Hyderabad,Salaried,1516000,10.65,15,16899,38545,43.8,571,NPA,2020-07-02,546736,2020,2020Q3,Very Poor,High Burden,1,80
LOAN103913,CUST203913,Home Loan,Mumbai,Self-Employed,3791000,9.16,15,38813,331726,11.7,715,Active,2020-01-13,0,2020,2020Q1,Good,Low Burden,0,80
LOAN103914,CUST203914,Auto Loan,Mumbai,Business Owner,826000,9.16,5,17211,246394,7,705,Active,2022-09-27,0,2022,2022Q3,Good,Low Burden,0,80
LOAN103915,CUST203915,Business Loan,Pune,Business Owner,1610000,11.46,7,27958,77225,36.2,684,Active,2023-09-15,0,2023,2023Q3,Fair,Moderate Burden,0,80
LOAN103916,CUST203916,Personal Loan,Ahmedabad,Salaried,227000,14.75,5,5371,64707,8.3,786,Closed,2020-04-18,0,2020,2020Q2,Excellent,Low Burden,0,80
LOAN103917,CUST203917,Personal Loan,Jaipur,Salaried,98000,15.43,3,3418,354394,1,678,Closed,2022-06-07,0,2022,2022Q2,Fair,Low Burden,0,80
LOAN103918,CUST203918,Personal Loan,Jaipur,Business Owner,497000,16.6,2,24477,22152,110.5,495,Defaulted,2023-03-21,290346,2023,2023Q1,Very Poor,Critical Burden,1,80
LOAN103919,CUST203919,Business Loan,Hyderabad,Self-Employed,740000,10.07,5,15748,65374,24.1,879,Active,2020-11-13,0,2020,2020Q4,Excellent,Low Burden,0,80
LOAN103920,CUST203920,Business Loan,Ahmedabad,Freelancer,1967000,12.98,5,44735,119984,37.3,507,Defaulted,2023-07-13,1223776,2023,2023Q3,Very Poor,Moderate Burden,1,80
LOAN103921,CUST203921,Business Loan,Mumbai,Self-Employed,1324000,13.28,10,19988,102764,19.5,859,Defaulted,2022-10-13,285982,2022,2022Q4,Excellent,Low Burden,1,80
LOAN103922,CUST203922,Home Loan,Ahmedabad,Salaried,2263000,7.93,25,17361,52403,33.1,752,Active,2023-08-01,0,2023,2023Q3,Excellent,Moderate Burden,0,80
LOAN103923,CUST203923,Home Loan,Mumbai,Salaried,3053000,9.34,25,26335,25976,101.4,345,Defaulted,2021-12-24,648715,2021,2021Q4,Very Poor,Critical Burden,1,80
LOAN103924,CUST203924,Auto Loan,Kolkata,Freelancer,1102000,10.75,3,35948,25867,139,526,Defaulted,2022-07-13,293010,2022,2022Q3,Very Poor,Critical Burden,1,80
LOAN103925,CUST203925,Personal Loan,Ahmedabad,Self-Employed,134000,15,3,4645,66681,7,716,Closed,2022-04-13,0,2022,2022Q2,Good,Low Burden,0,80
LOAN103926,CUST203926,Home Loan,Kolkata,Salaried,1671000,8.16,15,16124,191675,8.4,836,Closed,2023-03-22,0,2023,2023Q1,Excellent,Low Burden,0,80
LOAN103927,CUST203927,Auto Loan,Bangalore,Business Owner,507000,11.56,3,16733,36536,45.8,540,NPA,2023-04-08,206006,2023,2023Q2,Very Poor,High Burden,1,80
LOAN103928,CUST203928,Business Loan,Pune,Self-Employed,2339000,10.62,5,50413,46168,109.2,350,Defaulted,2022-07-25,284926,2022,2022Q3,Very Poor,Critical Burden,1,80
LOAN103929,CUST203929,Business Loan,Bangalore,Salaried,291000,10.14,5,6203,51482,12,688,Active,2021-03-04,0,2021,2021Q1,Fair,Low Burden,0,80
LOAN103930,CUST203930,Auto Loan,Bangalore,Salaried,999000,11.66,7,17454,250478,7,651,Active,2021-12-27,0,2021,2021Q4,Fair,Low Burden,0,80
LOAN103931,CUST203931,Education Loan,Delhi,Freelancer,399000,10.28,10,5335,118027,4.5,892,Active,2021-10-14,0,2021,2021Q4,Excellent,Low Burden,0,80
LOAN103932,CUST203932,Education Loan,Jaipur,Freelancer,1956000,9.85,5,41415,30072,137.7,349,Defaulted,2022-08-24,897153,2022,2022Q3,Very Poor,Critical Burden,1,80
LOAN103933,CUST203933,Auto Loan,Pune,Business Owner,1133000,10.19,3,36660,27147,135,591,Active,2020-12-09,0,2020,2020Q4,Very Poor,Critical Burden,0,80
LOAN103934,CUST203934,Business Loan,Hyderabad,Business Owner,1479000,10.13,5,31519,72406,43.5,661,Active,2020-03-27,0,2020,2020Q1,Fair,High Burden,0,80
LOAN103935,CUST203935,Personal Loan,Hyderabad,Self-Employed,359000,11,3,11753,36743,32,859,Closed,2020-03-05,0,2020,2020Q1,Excellent,Moderate Burden,0,80
LOAN103936,CUST203936,Education Loan,Bangalore,Self-Employed,231000,8.39,15,2260,177602,1.3,716,Active,2020-08-03,0,2020,2020Q3,Good,Low Burden,0,80
LOAN103937,CUST203937,Personal Loan,Mumbai,Freelancer,443000,13.74,1,39722,331297,12,794,Active,2021-09-04,0,2021,2021Q3,Excellent,Low Burden,0,80
LOAN103938,CUST203938,Home Loan,Ahmedabad,Self-Employed,4375000,7.87,25,33391,36280,92,391,Active,2023-02-26,0,2023,2023Q1,Very Poor,Critical Burden,0,80
LOAN103939,CUST203939,Home Loan,Delhi,Self-Employed,3653000,8.47,20,31632,54353,58.2,541,Active,2023-02-15,0,2023,2023Q1,Very Poor,Critical Burden,0,80
LOAN103940,CUST203940,Home Loan,Pune,Business Owner,1218000,8.69,20,10717,57958,18.5,824,Active,2021-06-05,0,2021,2021Q2,Excellent,Low Burden,0,80
LOAN103941,CUST203941,Home Loan,Hyderabad,Business Owner,2281000,7.66,25,17094,25632,66.7,371,NPA,2023-07-26,1012737,2023,2023Q3,Very Poor,Critical Burden,1,80
LOAN103942,CUST203942,Business Loan,Kolkata,Business Owner,883000,11.89,3,29282,129227,22.7,854,Active,2022-10-10,0,2022,2022Q4,Excellent,Low Burden,0,80
LOAN103943,CUST203943,Education Loan,Pune,Salaried,213000,8.57,7,3381,244530,1.4,847,Active,2020-10-18,0,2020,2020Q4,Excellent,Low Burden,0,80
LOAN103944,CUST203944,Personal Loan,Hyderabad,Salaried,404000,12.13,3,13444,72755,18.5,687,Active,2020-06-24,0,2020,2020Q2,Fair,Low Burden,0,80
LOAN103945,CUST203945,Business Loan,Ahmedabad,Self-Employed,635000,10.26,3,20567,272674,7.5,860,Active,2021-08-31,0,2021,2021Q3,Excellent,Low Burden,0,80
LOAN103946,CUST203946,Auto Loan,Jaipur,Business Owner,1036000,8.08,5,21046,54373,38.7,528,Defaulted,2023-04-11,629880,2023,2023Q2,Very Poor,Moderate Burden,1,80
LOAN103947,CUST203947,Auto Loan,Ahmedabad,Freelancer,1263000,8.06,5,25645,52888,48.5,655,Active,2020-04-24,0,2020,2020Q2,Fair,High Burden,0,80
LOAN103948,CUST203948,Home Loan,Mumbai,Self-Employed,4675000,9.23,10,59804,25388,235.6,701,Active,2020-03-21,0,2020,2020Q1,Good,Critical Burden,0,80
LOAN103949,CUST203949,Personal Loan,Jaipur,Salaried,102000,14.25,3,3499,154329,2.3,837,Active,2021-12-28,0,2021,2021Q4,Excellent,Low Burden,0,80
LOAN103950,CUST203950,Education Loan,Bangalore,Business Owner,1968000,8.29,10,24180,144242,16.8,891,Defaulted,2020-08-28,1166224,2020,2020Q3,Excellent,Low Burden,1,80
LOAN103951,CUST203951,Auto Loan,Bangalore,Business Owner,1406000,8.58,7,22323,264050,8.5,653,Active,2021-09-10,0,2021,2021Q3,Fair,Low Burden,0,80
LOAN103952,CUST203952,Personal Loan,Kolkata,Freelancer,130000,11.76,2,6105,59499,10.3,780,Defaulted,2020-01-31,0,2020,2020Q1,Excellent,Low Burden,1,80
LOAN103953,CUST203953,Auto Loan,Mumbai,Freelancer,734000,9.32,3,23450,48736,48.1,597,Defaulted,2021-12-29,439708,2021,2021Q4,Very Poor,High Burden,1,80
LOAN103954,CUST203954,Education Loan,Ahmedabad,Salaried,483000,9.47,5,10137,77331,13.1,753,Active,2020-02-23,0,2020,2020Q1,Excellent,Low Burden,0,80
LOAN103955,CUST203955,Home Loan,Pune,Business Owner,2767000,7.57,15,25761,35212,73.2,481,Active,2022-10-06,0,2022,2022Q4,Very Poor,Critical Burden,0,80
LOAN103956,CUST203956,Home Loan,Mumbai,Freelancer,1997000,8.74,25,16405,21445,76.5,334,NPA,2020-06-22,818710,2020,2020Q2,Very Poor,Critical Burden,1,80
LOAN103957,CUST203957,Home Loan,Delhi,Self-Employed,3089000,7.87,30,22387,390091,5.7,859,Active,2020-09-08,0,2020,2020Q3,Excellent,Low Burden,0,80
LOAN103958,CUST203958,Education Loan,Chennai,Self-Employed,1030000,10.51,10,13904,181319,7.7,897,Closed,2022-12-17,0,2022,2022Q4,Excellent,Low Burden,0,80
LOAN103959,CUST203959,Business Loan,Bangalore,Business Owner,409000,14.7,5,9666,123928,7.8,731,Active,2021-01-22,0,2021,2021Q1,Good,Low Burden,0,80
LOAN103960,CUST203960,Education Loan,Ahmedabad,Business Owner,601000,9.88,15,6414,41660,15.4,777,Active,2021-06-21,0,2021,2021Q2,Excellent,Low Burden,0,80
LOAN103961,CUST203961,Auto Loan,Surat,Salaried,617000,8.22,3,19397,46124,42.1,603,NPA,2020-03-07,127901,2020,2020Q1,Poor,High Burden,1,80
LOAN103962,CUST203962,Auto Loan,Pune,Self-Employed,358000,11.27,3,11766,485159,2.4,675,Active,2021-06-05,0,2021,2021Q2,Fair,Low Burden,0,80
LOAN103963,CUST203963,Home Loan,Chennai,Freelancer,892000,9,30,7177,60291,11.9,693,Defaulted,2021-12-19,0,2021,2021Q4,Fair,Low Burden,1,80
LOAN103964,CUST203964,Home Loan,Jaipur,Freelancer,3304000,8.96,10,41782,156617,26.7,783,Defaulted,2020-08-05,0,2020,2020Q3,Excellent,Moderate Burden,1,80
LOAN103965,CUST203965,Business Loan,Kolkata,Business Owner,2649000,13.05,7,48263,70040,68.9,506,Active,2023-11-14,0,2023,2023Q4,Very Poor,Critical Burden,0,80
LOAN103966,CUST203966,Education Loan,Jaipur,Salaried,1681000,9.84,7,27768,64798,42.9,631,Active,2020-08-05,0,2020,2020Q3,Poor,High Burden,0,80
LOAN103967,CUST203967,Home Loan,Surat,Freelancer,1850000,8.92,20,16550,235405,7,836,Active,2020-04-05,0,2020,2020Q2,Excellent,Low Burden,0,80
LOAN103968,CUST203968,Education Loan,Chennai,Freelancer,1559000,8.37,5,31888,449182,7.1,772,Active,2022-03-21,0,2022,2022Q1,Excellent,Low Burden,0,80
LOAN103969,CUST203969,Home Loan,Mumbai,Business Owner,3587000,9.48,25,31290,142828,21.9,718,Closed,2021-08-10,0,2021,2021Q3,Good,Low Burden,0,80
LOAN103970,CUST203970,Auto Loan,Jaipur,Freelancer,1153000,11.41,7,19992,117941,17,876,Active,2022-05-01,0,2022,2022Q2,Excellent,Low Burden,0,80
LOAN103971,CUST203971,Personal Loan,Ahmedabad,Salaried,477000,13.21,3,16120,39848,40.5,641,Active,2022-01-28,0,2022,2022Q1,Poor,High Burden,0,80
LOAN103972,CUST203972,Personal Loan,Bangalore,Business Owner,184000,15.82,3,6453,78834,8.2,761,Defaulted,2020-12-27,42309,2020,2020Q4,Excellent,Low Burden,1,80
LOAN103974,CUST203974,Personal Loan,Jaipur,Self-Employed,94000,14.84,3,3251,23099,14.1,855,Active,2022-02-08,0,2022,2022Q1,Excellent,Low Burden,0,80
LOAN103975,CUST203975,Auto Loan,Kolkata,Freelancer,791000,11.91,3,26239,174659,15,889,Active,2023-11-23,0,2023,2023Q4,Excellent,Low Burden,0,80
LOAN103976,CUST203976,Home Loan,Ahmedabad,Business Owner,1260000,7.96,15,12012,54946,21.9,898,Closed,2022-11-22,0,2022,2022Q4,Excellent,Low Burden,0,80
LOAN103977,CUST203977,Home Loan,Chennai,Salaried,2527000,9.44,30,21138,26538,79.7,459,Defaulted,2020-08-26,702092,2020,2020Q3,Very Poor,Critical Burden,1,80
LOAN103978,CUST203978,Personal Loan,Hyderabad,Business Owner,171000,14.9,2,8283,343059,2.4,752,Active,2023-12-30,0,2023,2023Q4,Excellent,Low Burden,0,80
LOAN103979,CUST203979,Business Loan,Delhi,Freelancer,2507000,11.62,7,43748,78903,55.4,561,Active,2020-10-11,0,2020,2020Q4,Very Poor,Critical Burden,0,80
LOAN103980,CUST203980,Auto Loan,Bangalore,Business Owner,201000,11.18,3,6598,29945,22,780,NPA,2022-07-10,78139,2022,2022Q3,Excellent,Low Burden,1,80
LOAN103981,CUST203981,Auto Loan,Bangalore,Business Owner,1352000,11.6,3,44648,142078,31.4,714,Active,2023-08-22,0,2023,2023Q3,Good,Moderate Burden,0,80
LOAN103982,CUST203982,Home Loan,Bangalore,Business Owner,3794000,8.8,10,47651,232186,20.5,897,Active,2023-01-01,0,2023,2023Q1,Excellent,Low Burden,0,80
LOAN103983,CUST203983,Education Loan,Delhi,Freelancer,1956000,9.86,5,41425,35974,115.2,420,Defaulted,2023-06-03,844558,2023,2023Q2,Very Poor,Critical Burden,1,80
LOAN103984,CUST203984,Auto Loan,Kolkata,Business Owner,1033000,10.27,3,33463,68723,48.7,601,Active,2021-01-17,0,2021,2021Q1,Poor,High Burden,0,80
LOAN103985,CUST203985,Auto Loan,Jaipur,Salaried,215000,11.89,5,4771,214372,2.2,798,Active,2021-06-04,0,2021,2021Q2,Excellent,Low Burden,0,80
LOAN103986,CUST203986,Education Loan,Mumbai,Salaried,1081000,8.46,15,10620,466840,2.3,795,Active,2022-04-12,0,2022,2022Q2,Excellent,Low Burden,0,80
LOAN103987,CUST203987,Personal Loan,Hyderabad,Freelancer,130000,14.1,1,11678,124858,9.4,794,Defaulted,2023-11-06,0,2023,2023Q4,Excellent,Low Burden,1,80
LOAN103988,CUST203988,Personal Loan,Jaipur,Business Owner,185000,12.07,1,16443,302190,5.4,872,Active,2022-05-03,0,2022,2022Q2,Excellent,Low Burden,0,80
LOAN103989,CUST203989,Auto Loan,Delhi,Salaried,497000,8.41,7,7848,35643,22,746,Defaulted,2021-07-29,219884,2021,2021Q3,Good,Low Burden,1,80
LOAN103990,CUST203990,Education Loan,Kolkata,Salaried,388000,8.91,7,6225,390172,1.6,869,Active,2022-11-18,0,2022,2022Q4,Excellent,Low Burden,0,80
LOAN103991,CUST203991,Home Loan,Pune,Self-Employed,2869000,8.04,20,24069,215960,11.1,790,Active,2021-06-12,0,2021,2021Q2,Excellent,Low Burden,0,80
LOAN103992,CUST203992,Home Loan,Mumbai,Salaried,2306000,8.41,25,18429,329135,5.6,801,Active,2023-02-14,0,2023,2023Q1,Excellent,Low Burden,0,80
LOAN103993,CUST203993,Personal Loan,Mumbai,Freelancer,134000,11.02,2,6247,155399,4,703,Defaulted,2023-07-22,23914,2023,2023Q3,Good,Low Burden,1,80
LOAN103994,CUST203994,Home Loan,Chennai,Self-Employed,4378000,7.51,20,35296,54976,64.2,514,NPA,2022-04-24,2550295,2022,2022Q2,Very Poor,Critical Burden,1,80
LOAN103995,CUST203995,Home Loan,Surat,Freelancer,2170000,9.28,10,27819,58088,47.9,556,NPA,2020-08-31,705066,2020,2020Q3,Very Poor,High Burden,1,80
LOAN103996,CUST203996,Business Loan,Chennai,Self-Employed,1362000,11.72,3,45056,65989,68.3,350,Defaulted,2021-03-20,172814,2021,2021Q1,Very Poor,Critical Burden,1,80
LOAN103997,CUST203997,Education Loan,Surat,Freelancer,683000,10.91,15,7724,221391,3.5,663,Active,2021-12-20,0,2021,2021Q4,Fair,Low Burden,0,80
LOAN103998,CUST203998,Education Loan,Jaipur,Business Owner,1748000,8.3,5,35695,75754,47.1,611,Defaulted,2023-05-03,723815,2023,2023Q2,Poor,High Burden,1,80
LOAN104000,CUST204000,Home Loan,Chennai,Salaried,1452000,7.9,25,11111,66946,16.6,774,Closed,2020-08-16,0,2020,2020Q3,Excellent,Low Burden,0,80
LOAN104001,CUST204001,Home Loan,Mumbai,Business Owner,2592000,9.11,15,26460,22104,119.7,510,Active,2020-03-26,0,2020,2020Q1,Very Poor,Critical Burden,0,80
LOAN104002,CUST204002,Personal Loan,Bangalore,Salaried,493000,15.6,5,11884,20406,58.2,355,Defaulted,2020-05-23,188282,2020,2020Q2,Very Poor,Critical Burden,1,80
LOAN104003,CUST204003,Home Loan,Pune,Freelancer,2191000,9.36,20,20223,114997,17.6,860,NPA,2022-01-23,948450,2022,2022Q1,Excellent,Low Burden,1,80
LOAN104004,CUST204004,Education Loan,Bangalore,Self-Employed,1101000,9.01,5,22860,73739,31,879,Closed,2023-08-16,0,2023,2023Q3,Excellent,Moderate Burden,0,80
LOAN104005,CUST204005,Personal Loan,Jaipur,Self-Employed,215000,17.24,5,5371,69214,7.8,796,Active,2021-10-12,0,2021,2021Q4,Excellent,Low Burden,0,80
LOAN104006,CUST204006,Education Loan,Mumbai,Business Owner,1729000,8.76,7,27608,61001,45.3,670,Closed,2023-09-17,0,2023,2023Q3,Fair,High Burden,0,80
LOAN104007,CUST204007,Education Loan,Pune,Business Owner,1448000,8.19,15,13997,34870,40.1,533,Active,2022-02-24,0,2022,2022Q1,Very Poor,High Burden,0,80
LOAN104008,CUST204008,Education Loan,Chennai,Self-Employed,656000,10.21,5,14006,77117,18.2,662,Active,2020-10-09,0,2020,2020Q4,Fair,Low Burden,0,80
LOAN104009,CUST204009,Personal Loan,Chennai,Freelancer,224000,13.97,3,7653,117541,6.5,847,Active,2020-02-08,0,2020,2020Q1,Excellent,Low Burden,0,80
LOAN104010,CUST204010,Auto Loan,Chennai,Business Owner,730000,9.94,5,15489,96453,16.1,797,NPA,2023-01-03,123844,2023,2023Q1,Excellent,Low Burden,1,80
LOAN104011,CUST204011,Auto Loan,Delhi,Salaried,626000,11.26,3,20572,103548,19.9,718,Active,2020-04-17,0,2020,2020Q2,Good,Low Burden,0,80
LOAN104012,CUST204012,Home Loan,Delhi,Self-Employed,4478000,8.37,20,38493,277229,13.9,727,Active,2023-10-03,0,2023,2023Q4,Good,Low Burden,0,80
LOAN104013,CUST204013,Education Loan,Hyderabad,Freelancer,1206000,10.43,7,20290,481096,4.2,897,Defaulted,2022-01-09,0,2022,2022Q1,Excellent,Low Burden,1,80
LOAN104014,CUST204014,Home Loan,Bangalore,Salaried,1921000,7.57,25,14284,199415,7.2,728,Active,2022-01-06,0,2022,2022Q1,Good,Low Burden,0,80
LOAN104015,CUST204015,Auto Loan,Surat,Freelancer,1480000,10.79,5,32024,45867,69.8,565,Defaulted,2020-04-15,671730,2020,2020Q2,Very Poor,Critical Burden,1,80
LOAN104016,CUST204016,Education Loan,Bangalore,Self-Employed,1457000,8.45,15,14305,151783,9.4,834,Closed,2022-07-15,0,2022,2022Q3,Excellent,Low Burden,0,80
LOAN104017,CUST204017,Personal Loan,Bangalore,Salaried,474000,11.94,2,22300,55733,40,542,Active,2023-06-11,0,2023,2023Q2,Very Poor,Moderate Burden,0,80
LOAN104018,CUST204018,Auto Loan,Bangalore,Freelancer,394000,10.59,5,8486,321653,2.6,686,Defaulted,2021-12-18,0,2021,2021Q4,Fair,Low Burden,1,80
LOAN104019,CUST204019,Personal Loan,Bangalore,Self-Employed,348000,14.36,3,11955,24118,49.6,562,NPA,2022-12-05,42396,2022,2022Q4,Very Poor,High Burden,1,80
LOAN104020,CUST204020,Education Loan,Pune,Freelancer,598000,10.59,7,10111,144582,7,872,Active,2023-08-27,0,2023,2023Q3,Excellent,Low Burden,0,80
LOAN104021,CUST204021,Home Loan,Kolkata,Salaried,2182000,7.78,10,26221,225333,11.6,844,Defaulted,2020-06-30,832218,2020,2020Q2,Excellent,Low Burden,1,80
LOAN104022,CUST204022,Auto Loan,Ahmedabad,Business Owner,591000,8.25,3,18588,308194,6,696,Active,2023-12-17,0,2023,2023Q4,Fair,Low Burden,0,80
LOAN104023,CUST204023,Home Loan,Mumbai,Salaried,514000,8.92,25,4285,274043,1.6,768,Closed,2022-07-01,0,2022,2022Q3,Excellent,Low Burden,0,80
LOAN104024,CUST204024,Education Loan,Chennai,Freelancer,1442000,8.7,5,29724,198866,14.9,831,Active,2021-02-11,0,2021,2021Q1,Excellent,Low Burden,0,80
LOAN104025,CUST204025,Auto Loan,Surat,Business Owner,470000,8.15,5,9564,43994,21.7,897,Active,2021-05-28,0,2021,2021Q2,Excellent,Low Burden,0,80
LOAN104026,CUST204026,Education Loan,Surat,Self-Employed,1847000,9.46,7,30150,38938,77.4,494,Defaulted,2023-04-07,992757,2023,2023Q2,Very Poor,Critical Burden,1,80
LOAN104027,CUST204027,Home Loan,Delhi,Business Owner,518000,8.21,10,6342,129469,4.9,701,Closed,2021-11-30,0,2021,2021Q4,Good,Low Burden,0,80
LOAN104028,CUST204028,Auto Loan,Kolkata,Self-Employed,1036000,10.86,3,33849,158061,21.4,652,Closed,2021-10-15,0,2021,2021Q4,Fair,Low Burden,0,80
LOAN104029,CUST204029,Home Loan,Surat,Freelancer,738000,8.03,25,5711,71763,8,718,Active,2023-06-27,0,2023,2023Q2,Good,Low Burden,0,80
LOAN104030,CUST204030,Personal Loan,Jaipur,Business Owner,477000,14.7,5,11273,68417,16.5,862,Active,2021-10-17,0,2021,2021Q4,Excellent,Low Burden,0,80
LOAN104031,CUST204031,Education Loan,Surat,Freelancer,631000,10.23,7,10550,186942,5.6,671,Closed,2022-02-07,0,2022,2022Q1,Fair,Low Burden,0,80
LOAN104032,CUST204032,Home Loan,Ahmedabad,Salaried,2680000,7.86,30,19404,67628,28.7,683,Active,2021-04-13,0,2021,2021Q2,Fair,Moderate Burden,0,80
LOAN104033,CUST204033,Auto Loan,Jaipur,Freelancer,1299000,8.24,3,40850,466275,8.8,651,Defaulted,2023-06-17,0,2023,2023Q2,Fair,Low Burden,1,80
LOAN104034,CUST204034,Education Loan,Surat,Freelancer,1013000,10.46,7,17059,454891,3.8,834,Defaulted,2022-12-23,0,2022,2022Q4,Excellent,Low Burden,1,80
LOAN104035,CUST204035,Auto Loan,Mumbai,Business Owner,524000,8.52,7,8304,236515,3.5,857,Defaulted,2023-08-19,238653,2023,2023Q3,Excellent,Low Burden,1,80
LOAN104036,CUST204036,Business Loan,Hyderabad,Freelancer,1739000,12.25,5,38903,183493,21.2,812,Defaulted,2023-08-21,0,2023,2023Q3,Excellent,Low Burden,1,80
LOAN104037,CUST204037,Business Loan,Bangalore,Self-Employed,880000,13.88,3,30025,59987,50.1,591,Active,2021-02-06,0,2021,2021Q1,Very Poor,High Burden,0,80
LOAN104038,CUST204038,Personal Loan,Pune,Business Owner,265000,15.1,1,23931,426078,5.6,716,Defaulted,2022-11-14,158546,2022,2022Q4,Good,Low Burden,1,80
LOAN104039,CUST204039,Home Loan,Ahmedabad,Business Owner,1125000,8.51,30,8658,202523,4.3,750,Active,2023-09-11,0,2023,2023Q3,Excellent,Low Burden,0,80
LOAN104040,CUST204040,Personal Loan,Surat,Salaried,426000,12.63,1,37975,49437,76.8,479,Defaulted,2023-07-28,205213,2023,2023Q3,Very Poor,Critical Burden,1,80
LOAN104041,CUST204041,Auto Loan,Chennai,Business Owner,1495000,11.64,7,26104,109730,23.8,873,Active,2023-03-25,0,2023,2023Q1,Excellent,Low Burden,0,80
LOAN104042,CUST204042,Personal Loan,Kolkata,Freelancer,148000,17.31,1,13520,179290,7.5,842,Active,2022-01-17,0,2022,2022Q1,Excellent,Low Burden,0,80
LOAN104043,CUST204043,Education Loan,Pune,Freelancer,1079000,8.95,7,17333,42112,41.2,607,Defaulted,2021-04-08,0,2021,2021Q2,Poor,High Burden,1,80
LOAN104044,CUST204044,Auto Loan,Hyderabad,Salaried,600000,9.09,5,12481,144572,8.6,730,Active,2021-09-16,0,2021,2021Q3,Good,Low Burden,0,80
LOAN104045,CUST204045,Business Loan,Ahmedabad,Salaried,676000,10.06,7,11243,82983,13.5,836,Active,2020-12-15,0,2020,2020Q4,Excellent,Low Burden,0,80
LOAN104046,CUST204046,Auto Loan,Chennai,Business Owner,1439000,10.6,7,24338,306958,7.9,850,Active,2021-01-24,0,2021,2021Q1,Excellent,Low Burden,0,80
LOAN104047,CUST204047,Auto Loan,Delhi,Salaried,614000,9.98,5,13040,307115,4.2,684,Active,2022-01-28,0,2022,2022Q1,Fair,Low Burden,0,80
LOAN104048,CUST204048,Home Loan,Pune,Freelancer,2226000,9.49,10,28792,57319,50.2,596,NPA,2022-06-19,714487,2022,2022Q2,Very Poor,High Burden,1,80
LOAN104049,CUST204049,Education Loan,Kolkata,Self-Employed,1283000,8.57,10,15955,90991,17.5,701,Active,2020-10-03,0,2020,2020Q4,Good,Low Burden,0,80
LOAN104050,CUST204050,Education Loan,Hyderabad,Salaried,417000,9.98,5,8856,495746,1.8,812,Active,2021-12-26,0,2021,2021Q4,Excellent,Low Burden,0,80
LOAN104051,CUST204051,Home Loan,Pune,Freelancer,4008000,8.54,20,34884,110230,31.6,726,Active,2020-04-16,0,2020,2020Q2,Good,Moderate Burden,0,80
LOAN104052,CUST204052,Personal Loan,Chennai,Freelancer,327000,12.29,3,10906,214701,5.1,766,Closed,2020-01-13,0,2020,2020Q1,Excellent,Low Burden,0,80
LOAN104053,CUST204053,Education Loan,Bangalore,Salaried,684000,8.04,10,8313,123729,6.7,867,Active,2022-07-02,0,2022,2022Q3,Excellent,Low Burden,0,80
LOAN104054,CUST204054,Personal Loan,Jaipur,Salaried,266000,15.95,2,13018,27155,47.9,658,Active,2022-08-23,0,2022,2022Q3,Fair,High Burden,0,80
LOAN104055,CUST204055,Education Loan,Chennai,Business Owner,1623000,8.83,5,33557,453886,7.4,653,Active,2020-01-25,0,2020,2020Q1,Fair,Low Burden,0,80
LOAN104056,CUST204056,Personal Loan,Pune,Business Owner,214000,16.04,2,10482,333959,3.1,656,Active,2023-11-05,0,2023,2023Q4,Fair,Low Burden,0,80
